date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand,month,day_name,year,day,day_of_week,week_of_year,quarter,is_weekend,month_sin,month_cos,dow_sin,dow_cos,is_holiday,demand_lag_1,demand_lag_2,demand_lag_7,demand_lag_14,demand_lag_30,demand_change_1,demand_change_7,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,expanding_mean,price_diff,discounted_price,inventory_sales_ratio,catboost_prediction,lightgbm_prediction,ensemble_prediction,residual,lof_anomaly,z_score,zscore_anomaly,final_anomaly
2023-10-07,0,11,3,1,272,50,0,74.58,10,1,0,65.76,0,1,83,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,104.0,101.0,106.0,112.0,116.0,3.0,-6.0,137.28571428571428,132.07142857142858,133.03333333333333,46.70015805010468,45.35034755091206,121.6024844720497,8.819999999999993,67.122,5.333333333333333,57.68207446376789,60.605378590101765,59.14241123240506,23.85758876759494,0,1.6498114746964123,0,0
2023-10-07,0,9,2,1,401,43,0,93.31,20,1,1,107.69,0,1,49,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,84.0,97.0,82.0,104.0,31.0,-13.0,-22.0,88.28571428571429,86.85714285714286,80.66666666666667,20.693914449376262,21.1241540672632,72.9611801242236,-14.379999999999995,74.64800000000001,9.113636363636363,47.58148447807156,48.67465216231268,48.1275764666548,0.8724235333451986,0,0.07202780326361698,0,0
2023-10-07,0,8,0,1,178,150,148,101.76,10,1,0,99.79,0,1,156,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,112.0,95.0,83.0,75.0,103.0,17.0,8.0,102.14285714285714,112.71428571428571,112.76666666666667,28.398524441882376,36.99737486804196,118.93012422360249,1.9699999999999989,91.584,1.1788079470198676,148.81033472505626,159.177270408631,153.989138127837,2.010861872162991,1,0.15017426876055814,0,0
2023-10-07,0,7,1,1,73,34,50,37.34,5,1,0,34.86,0,1,45,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,103.0,121.0,102.0,87.0,85.0,-18.0,15.0,106.0,99.5,101.2,30.8652987457868,28.651773730975815,93.97981366459628,2.480000000000004,35.473,2.085714285714286,38.125851633347295,45.105593434569755,41.61258210935213,3.3874178906478676,0,0.2446659805513293,0,0
2023-10-07,0,6,3,1,823,111,0,21.91,15,1,1,25.64,0,1,109,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,206.0,151.0,116.0,175.0,157.0,55.0,-59.0,164.14285714285714,140.64285714285714,134.0,55.756699362583426,38.41335974497088,122.68788819875776,-3.7300000000000004,18.6235,7.348214285714286,119.32346900691388,127.37371939680567,123.3449721188183,-14.344972118818305,0,0.9725484761333012,0,0
2023-10-07,0,5,4,1,152,22,0,32.94,0,1,0,31.97,0,1,24,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,87.0,83.0,100.0,130.0,81.0,4.0,-30.0,89.42857142857143,96.14285714285714,93.66666666666667,17.812515664153082,22.8236618497097,94.28571428571429,0.9699999999999989,32.94,6.608695652173913,20.952921812850235,17.42230067460569,19.189199790957094,4.810800209042906,0,0.3423720164785125,0,0
2023-10-07,0,4,3,1,163,47,0,49.75,5,1,0,47.83,0,1,49,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,88.0,137.0,56.0,130.0,112.0,-49.0,-74.0,102.28571428571429,117.5,118.7,28.15264514342088,29.77866628170648,122.11801242236025,1.9200000000000017,47.262499999999996,3.3958333333333335,53.53584174635437,58.03196928959763,55.78188255638625,-6.78188255638625,0,0.45339105022069165,0,0
2023-10-07,0,3,1,1,127,62,0,95.74,10,1,1,90.89,0,1,75,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,146.0,44.0,89.0,153.0,103.0,102.0,-64.0,94.28571428571429,97.07142857142857,100.43333333333334,33.826588584101884,32.165180717271184,93.4751552795031,4.849999999999994,86.166,2.015873015873016,72.62296339284407,70.41296704175961,71.51895957026197,3.48104042973803,0,0.2510925653484848,0,0
2023-10-07,0,2,0,1,734,72,0,47.35,5,1,0,54.07,0,1,67,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,174.0,148.0,110.0,173.0,133.0,26.0,-63.0,126.28571428571429,122.85714285714286,113.8,40.05294115590129,36.597908363070886,122.33385093167702,-6.719999999999999,44.9825,10.054794520547945,82.60221221223347,79.62022232839783,81.11255896957529,-14.11255896957529,0,0.9565948091413626,0,0
2023-10-07,0,1,0,1,86,55,68,59.19,5,1,0,57.83,0,1,67,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,97.0,185.0,50.0,134.0,67.0,-88.0,-84.0,125.28571428571429,122.92857142857143,114.86666666666666,67.7045401867907,42.584385460605816,125.84937888198758,1.3599999999999994,56.23049999999999,1.5357142857142858,67.77320573788967,73.64238824004393,70.7051562429802,-3.7051562429801947,0,0.24219358919368814,0,0
2023-10-07,0,0,1,1,289,50,0,56.62,10,1,0,63.89,0,1,58,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,80.0,78.0,92.0,88.0,103.0,2.0,4.0,97.0,97.42857142857143,97.5,33.000000000000114,28.106631933063216,93.0636645962733,-7.270000000000003,50.958,5.666666666666667,59.42700054062273,55.0767574250551,57.25383630603409,0.7461636939659115,0,0.06336087784019098,0,0
2023-10-07,0,10,2,1,245,28,0,99.39,25,1,1,115.51,0,1,23,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,86.0,65.0,95.0,125.0,100.0,21.0,-30.0,78.57142857142857,87.35714285714286,86.96666666666667,17.539072028446586,28.621770509988426,74.99844720496894,-16.120000000000005,74.5425,8.448275862068966,35.520674055506674,38.69576375091923,37.106790321742324,-14.106790321742324,0,0.9561988285919804,0,0
2023-10-07,1,3,3,2,705,48,0,32.31,15,2,1,30.5,0,1,54,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,44.0,138.0,101.0,165.0,184.0,-94.0,-64.0,108.0,120.5,116.4,59.62941108770635,45.75391447357437,119.55590062111801,1.8100000000000023,27.4635,14.387755102040817,60.41516088386307,55.64287952753984,58.031167418338654,-4.031167418338654,0,0.26457215832482195,0,0
2023-10-07,2,9,3,0,209,69,0,31.64,10,1,1,35.14,0,1,67,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,180.0,91.0,108.0,94.0,119.0,89.0,14.0,136.71428571428572,121.57142857142857,120.06666666666666,48.47237799583819,39.073699888652925,122.6863354037267,-3.5,28.476000000000003,2.9857142857142858,82.28049837312665,82.11873069765655,82.19968732020268,-15.199687320202685,0,1.0312191741563987,0,0
2023-10-07,1,5,0,2,64,51,57,60.08,0,2,0,72.49,0,1,70,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,58.0,15.0,50.0,125.0,111.0,43.0,-75.0,62.142857142857146,85.5,92.03333333333333,40.675252801625795,35.53578413406663,108.03260869565217,-12.409999999999997,60.08,1.2307692307692308,61.7196537415143,57.34903582157141,59.53631127205952,10.463688727940479,0,0.730406433923397,0,0
2023-10-07,2,7,0,0,136,58,0,100.6,10,1,0,114.0,0,1,85,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,138.0,116.0,72.0,102.0,112.0,22.0,-30.0,110.0,107.92857142857143,102.86666666666666,44.57577817604534,35.561247149819884,108.7468944099379,-13.400000000000006,90.53999999999999,2.305084745762712,72.24242898900664,74.59480362094085,73.41755789115444,11.582442108845555,0,0.8072016537429199,0,0
2023-10-07,2,6,3,0,507,45,0,12.66,15,1,1,12.21,0,1,58,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,187.0,111.0,184.0,192.0,134.0,76.0,-8.0,151.28571428571428,126.35714285714286,126.66666666666667,32.69920633957466,37.9130887537611,123.90683229813665,0.4499999999999993,10.761,11.021739130434783,49.45696032921715,49.16562602613327,49.31142425894442,8.68857574105558,0,0.6085563511803781,0,0
2023-10-07,2,5,4,0,143,15,0,28.55,5,1,0,33.93,0,1,25,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,123.0,69.0,108.0,156.0,159.0,54.0,-48.0,90.57142857142857,105.14285714285714,97.36666666666666,27.269379303883138,36.96455276233601,94.49534161490683,-5.379999999999999,27.1225,8.9375,19.225260834734968,15.15607835566279,17.192500459598897,7.807499540401103,0,0.5480761402045942,0,0
2023-10-07,2,4,4,0,91,16,0,17.4,5,1,0,17.04,0,1,25,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,62.0,125.0,69.0,107.0,71.0,-63.0,-38.0,90.28571428571429,94.57142857142857,102.2,28.80806765308565,37.5503340358897,93.25465838509317,0.35999999999999943,16.529999999999998,5.352941176470588,17.766428547584468,13.368581552015563,15.56948379160929,9.43051620839071,0,0.6594857894770524,0,0
2023-10-07,2,3,3,0,723,52,0,16.7,20,1,1,15.35,0,1,55,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,87.0,40.0,156.0,203.0,90.0,47.0,-47.0,113.71428571428571,114.35714285714286,125.26666666666667,41.54400994011948,47.408665971480175,120.62267080745342,1.3499999999999996,13.36,13.641509433962264,61.209917105888074,62.595764015550365,61.90221702078611,-6.902217020786111,0,0.46165123678475434,0,0
2023-10-07,2,2,1,0,176,29,0,74.34,5,1,0,71.22,0,1,44,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,177.0,122.0,175.0,174.0,125.0,55.0,1.0,135.0,119.35714285714286,113.2,36.73327283721568,40.20327658631648,112.1863354037267,3.1200000000000045,70.623,5.866666666666666,36.25007657337564,35.08192454790949,35.666526152200134,8.333473847799866,0,0.5841808914800108,0,0
2023-10-07,1,4,1,2,217,45,0,71.5,5,2,0,80.16,0,1,39,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,100.0,81.0,35.0,138.0,71.0,19.0,-103.0,83.85714285714286,104.28571428571429,106.26666666666667,26.98412231559216,38.0760883724565,97.09472049689441,-8.659999999999997,67.925,4.717391304347826,52.8816042453201,49.36645505115717,51.125611234110835,-12.125611234110835,0,0.8202036341788775,0,0
2023-10-07,2,0,4,0,154,23,0,13.25,0,1,0,13.01,0,1,19,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,102.0,61.0,81.0,108.0,58.0,41.0,-27.0,84.57142857142857,84.21428571428571,92.0,21.808692019904086,32.75825771123779,92.7639751552795,0.2400000000000002,13.25,6.416666666666667,26.400204935149887,21.305843768247325,23.85531647906062,-4.855316479060619,0,0.3211446875009967,0,0
2023-10-07,1,19,2,2,0,0,0,122.32,0,2,0,115.51,0,1,46,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,100.0,142.0,62.0,155.0,67.0,-42.0,-93.0,83.0,88.78571428571429,84.56666666666666,34.65063731977625,29.25828303979538,74.777950310559,6.809999999999988,122.32,0.0,48.048337866218226,58.43667191643318,53.23783082446194,-7.237830824461938,1,0.4846889645517984,0,0
2023-10-07,1,18,0,2,774,148,0,77.27,25,2,1,84.29,0,1,148,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,63.0,129.0,106.0,108.0,125.0,-66.0,-2.0,91.71428571428571,88.78571428571429,96.96666666666667,32.93789249336936,35.4133068047954,108.20496894409938,-7.02000000000001,57.9525,5.194630872483222,142.37374412116426,142.7066124767342,142.54002853008896,5.459971469911039,0,0.3869334457709573,0,0
2023-10-07,1,17,0,2,112,91,134,25.07,15,2,1,26.62,0,1,113,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,111.0,187.0,76.0,113.0,87.0,-76.0,-37.0,118.57142857142857,109.35714285714286,105.93333333333334,59.72396822844566,34.42927116050634,106.5139751552795,-1.5500000000000007,21.3095,1.2173913043478262,101.92001583023782,107.47978649863174,104.69739963341684,8.302600366583164,0,0.582061625681938,0,0
2023-10-07,2,1,3,0,548,51,0,46.96,10,1,0,46.09,0,1,62,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,112.0,175.0,122.0,72.0,123.0,-63.0,50.0,138.28571428571428,128.21428571428572,123.23333333333333,31.95681609982615,41.361887615610975,125.95031055900621,0.8699999999999974,42.264,10.538461538461538,60.09667758156669,61.28203170518884,60.68882131200776,1.3111786879922391,0,0.10214552100477758,0,0
2023-10-07,1,15,0,2,303,74,0,81.07,20,2,1,80.99,0,1,121,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,130.0,117.0,81.0,112.0,106.0,13.0,-31.0,115.71428571428571,110.5,109.16666666666667,42.08607958978933,34.42942139321056,107.32919254658385,0.0799999999999983,64.856,4.04,95.5311490131682,98.60969328612386,97.06903600726369,23.93096399273631,0,1.6548482116933363,0,0
2023-10-07,1,14,0,2,303,123,0,60.5,25,2,1,55.02,0,1,130,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,131.0,147.0,85.0,97.0,47.0,-16.0,-12.0,99.0,93.0,94.33333333333333,33.07063148273212,35.202207349807466,105.76242236024845,5.479999999999997,45.375,2.443548387096774,120.57440315310973,123.97934256300093,122.27534085933522,7.724659140664784,0,0.5423896798852151,0,0
2023-10-07,1,13,1,2,316,84,0,119.33,5,2,0,110.92,0,1,82,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,149.0,122.0,112.0,56.0,92.0,27.0,56.0,93.42857142857143,96.28571428571429,99.2,39.259211839843736,37.62555991105898,94.71273291925466,8.409999999999997,113.36349999999999,3.7176470588235295,82.2782005926901,84.89149137861155,83.58367017672816,-1.5836701767281625,0,0.09656722364914183,0,0
2023-10-07,1,12,3,2,350,59,0,17.82,10,2,0,15.15,0,1,52,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,51.0,96.0,51.0,82.0,106.0,-45.0,-31.0,94.14285714285714,103.71428571428571,119.73333333333333,36.039000038979836,35.387445010452765,126.05900621118012,2.67,16.038,5.833333333333333,64.81147321029822,66.46175652329526,65.63587234787967,-13.635872347879669,0,0.923873340296705,0,0
2023-10-07,1,11,1,2,608,17,0,53.22,0,2,0,56.44,0,1,27,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,50.0,119.0,108.0,101.0,85.0,-69.0,7.0,100.42857142857143,102.5,93.8,30.66407856573738,35.949581552406215,93.71894409937889,-3.219999999999999,53.22,33.77777777777778,18.971157247928915,17.888322547952068,18.430227102314706,8.569772897685294,0,0.6004013005431907,0,0
2023-10-07,1,10,3,2,167,67,0,87.59,15,2,1,74.85,0,1,106,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,101.0,158.0,124.0,119.0,113.0,-57.0,5.0,114.85714285714286,108.28571428571429,118.86666666666666,34.139071318302825,45.28053043838623,121.7080745341615,12.740000000000009,74.4515,2.4558823529411766,78.77869212786477,84.74850490826758,81.7609124950749,24.239087504925095,0,1.6759989078646034,0,0
2023-10-07,1,9,3,2,103,103,139,72.67,25,2,1,78.46,0,1,126,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,79.0,117.0,118.0,128.0,176.0,-38.0,-10.0,130.71428571428572,128.0,127.96666666666667,60.43374963741788,47.94859555911883,123.84316770186335,-5.789999999999992,54.5025,0.9903846153846154,137.39131108010253,146.79259754427017,142.08772435179745,-16.087724351797448,0,1.092177201379543,0,0
2023-10-07,1,8,3,2,183,73,196,54.0,10,2,0,59.53,0,1,87,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,67.0,112.0,120.0,96.0,148.0,-45.0,24.0,108.85714285714286,108.14285714285714,118.56666666666666,57.55121942359596,43.545998932031644,121.45341614906832,-5.530000000000001,48.6,2.472972972972973,79.18805875733324,83.02178135449766,81.10319513297114,5.896804867028862,0,0.41691924722528023,0,0
2023-10-07,1,7,3,2,156,64,0,21.75,10,2,0,18.77,0,1,65,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,154.0,97.0,107.0,108.0,152.0,57.0,-1.0,123.42857142857143,132.64285714285714,132.36666666666667,36.03173204670726,39.733147226286455,123.55434782608695,2.9800000000000004,19.575,2.4,68.06433161464778,70.56578239720209,69.31393151764571,-4.313931517645713,0,0.2839820940032174,0,0
2023-10-07,1,6,4,2,274,51,0,21.43,10,2,1,23.05,0,1,46,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,64.0,138.0,103.0,68.0,99.0,-74.0,35.0,90.42857142857143,86.35714285714286,93.43333333333334,28.383429102542415,33.59359887028277,93.71273291925466,-1.620000000000001,19.287,5.269230769230769,54.03650661691751,52.31823871291238,53.17814577242519,-7.178145772425189,0,0.48059196983488084,0,0
2023-10-07,1,16,4,2,141,19,0,14.81,10,2,0,13.09,0,1,19,10,2,2023,7,5,40,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,69.0,167.0,102.0,95.0,119.0,-98.0,7.0,109.28571428571429,101.78571428571429,105.93333333333334,34.12093338755669,35.51001153956781,95.31055900621118,1.7200000000000006,13.329,7.05,17.965282804979026,19.020375265398396,18.492354312997104,0.5076456870028956,0,0.0469881516538167,0,0
2023-10-08,3,4,0,3,117,83,102,67.87,10,1,0,65.83,0,1,90,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,121.0,99.0,94.0,91.0,24.0,22.0,3.0,94.42857142857143,103.57142857142857,98.46666666666667,27.036131027800224,33.883912705440046,109.13178294573643,2.0400000000000063,61.083000000000006,1.3928571428571428,91.01487683832117,91.88654309954758,91.45031777646462,-1.4503177764646153,0,0.08741343956545465,0,0
2023-10-08,3,5,3,3,199,34,0,27.25,10,1,0,29.76,0,1,46,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,61.0,147.0,116.0,93.0,145.0,-86.0,23.0,118.28571428571429,118.42857142857143,116.23333333333333,55.18367598518697,43.07145893410916,123.54418604651163,-2.5100000000000016,24.525000000000002,5.685714285714286,42.45993688656578,40.06222037622777,41.26215744607826,4.7378425539217375,0,0.3373639429761876,0,0
2023-10-08,3,6,3,3,421,32,0,23.77,0,1,0,22.96,0,1,33,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,107.0,190.0,115.0,109.0,111.0,-83.0,6.0,124.14285714285714,120.14285714285714,133.83333333333334,41.64304092093727,41.46380501638481,121.84961240310078,0.8099999999999987,23.77,12.757575757575758,31.94621442803586,39.32912596783222,35.634348373470225,-2.6343483734702247,0,0.168689520176291,0,0
2023-10-08,3,7,2,3,55,33,50,66.37,25,1,1,61.32,0,1,33,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,26.0,40.0,136.0,35.0,35.0,-14.0,101.0,78.42857142857143,64.21428571428571,68.8,55.578344532312,32.97376177382909,76.05116279069767,5.050000000000004,49.7775,1.6176470588235294,32.50878497235621,44.38729302552449,38.442694451815285,-5.442694451815285,1,0.36146440523749,0,0
2023-10-08,3,12,3,3,681,48,0,17.12,10,1,0,16.27,0,1,61,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,78.0,145.0,110.0,137.0,104.0,-67.0,-27.0,138.85714285714286,119.42857142857143,114.53333333333333,39.53660148701265,34.44909621289148,124.08372093023256,0.8500000000000014,15.408000000000001,13.89795918367347,52.2079258124388,55.941647889662406,54.07310692176114,6.926893078238862,0,0.4876281737532824,0,0
2023-10-08,3,9,3,3,402,53,0,22.3,5,1,0,23.82,0,1,69,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,78.0,136.0,57.0,96.0,127.0,-58.0,-39.0,117.57142857142857,119.85714285714286,117.2,46.76129860920287,46.09540331634554,121.44961240310077,-1.5199999999999996,21.185,7.444444444444445,62.31628434218612,59.94293310940328,61.13067657770431,7.869323422295693,0,0.5523199518267323,0,0
2023-10-08,3,10,0,3,349,109,0,48.58,20,1,1,53.14,0,1,101,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,127.0,149.0,122.0,106.0,71.0,-22.0,16.0,113.42857142857143,109.85714285714286,108.86666666666666,26.42509629662134,29.05136157214328,110.0062015503876,-4.560000000000002,38.864000000000004,3.172727272727273,110.92352154260456,109.2763618508912,110.10068281024087,-9.100682810240869,0,0.6125617649212534,0,0
2023-10-08,3,11,1,3,49,31,50,96.91,0,1,0,103.3,0,1,47,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,46.0,70.0,93.0,47.0,114.0,-24.0,46.0,85.42857142857143,94.07142857142857,96.36666666666666,37.27759444517651,44.29406695953857,95.1767441860465,-6.390000000000001,96.91,1.53125,33.00511142807963,32.97348865907843,32.98931427174459,14.01068572825541,0,0.9738849511619386,0,0
2023-10-08,3,8,0,3,330,62,341,104.63,15,1,1,99.34,0,1,99,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,55.0,91.0,89.0,25.0,55.0,-36.0,64.0,84.57142857142857,75.71428571428571,96.06666666666666,24.096038006673723,42.12946657653052,107.71627906976744,5.289999999999992,88.93549999999999,5.238095238095238,79.68702490703797,88.67015102778372,84.17454615166531,14.82545384833469,0,1.0298135391343906,0,0
2023-10-08,3,3,3,3,119,72,0,48.48,5,1,0,56.23,0,1,83,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,63.0,103.0,59.0,96.0,109.0,-40.0,-37.0,92.71428571428571,106.35714285714286,117.53333333333333,26.010986689694256,49.317223216104864,123.615503875969,-7.75,46.056,1.63013698630137,81.8230142538406,87.20321123099099,84.51069200774458,-1.5106920077445807,0,0.09155774200218002,0,0
2023-10-08,2,11,2,0,280,37,0,77.22,10,1,0,88.38,0,1,38,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,50.0,76.0,74.0,49.0,74.0,-26.0,25.0,78.14285714285714,70.5,74.46666666666667,30.256837086453558,23.97517873556528,73.9968992248062,-11.159999999999997,69.498,7.368421052631579,41.3296719392129,40.5252989967676,40.92784738289385,-2.9278473828938516,0,0.18883633834926958,0,0
2023-10-08,3,1,3,3,394,195,413,21.03,25,1,1,19.31,0,1,192,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,62.0,138.0,87.0,203.0,17.0,-76.0,-116.0,119.57142857142857,119.92857142857143,114.16666666666667,55.871451096414546,48.390711087359065,125.64651162790697,1.7200000000000024,15.7725,2.010204081632653,170.09922936885357,174.75729784327916,172.42616778171183,19.573832218288175,0,1.3557591558634678,0,0
2023-10-08,3,0,3,3,836,51,0,9.28,5,1,0,10.02,0,1,62,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,70.0,54.0,239.0,177.0,44.0,16.0,62.0,130.57142857142858,125.92857142857143,124.73333333333333,74.57849811408362,50.29083232649815,124.48682170542635,-0.7400000000000002,8.815999999999999,16.076923076923077,53.98009179065496,58.64905378387138,56.312472061541875,5.687527938458125,0,0.4025537328884722,0,0
2023-10-08,2,19,0,0,543,67,0,70.37,5,1,0,68.18,0,1,79,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,138.0,67.0,106.0,148.0,49.0,71.0,-42.0,92.0,93.5,91.83333333333333,27.820855486487297,28.82178693798919,108.05271317829457,2.1899999999999977,66.8515,7.985294117647059,74.46897079978017,77.76433355938433,76.11516948314562,2.884830516854379,0,0.21016659176042068,0,0
2023-10-08,2,18,3,0,110,96,84,49.85,10,1,1,46.82,0,1,84,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,134.0,103.0,185.0,182.0,91.0,31.0,3.0,124.85714285714286,125.42857142857143,126.93333333333334,38.718766214109216,46.626863156511966,124.06666666666666,3.030000000000001,44.865,1.134020618556701,99.34085260066342,102.69339250901736,101.01561413244856,-17.01561413244856,0,1.1558708633515353,0,0
2023-10-08,2,17,2,0,237,39,0,100.57,20,1,1,92.16,0,1,43,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,74.0,104.0,112.0,76.0,92.0,-30.0,36.0,87.0,82.64285714285714,83.73333333333333,20.550750189064594,28.874201984295382,74.51782945736434,8.409999999999997,80.456,5.925,45.47765543325453,46.791102353447336,46.133787928649824,-3.1337879286498236,0,0.20297283147726156,0,0
2023-10-08,2,16,2,0,239,37,191,97.67,10,1,1,103.48,0,1,45,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,30.0,30.0,126.0,50.0,104.0,0.0,76.0,75.85714285714286,76.42857142857143,82.63333333333334,35.73713554753464,30.025831790520737,72.78294573643412,-5.810000000000002,87.903,6.2894736842105265,39.73006668351982,41.6528277576092,40.69058210458154,4.309417895418463,0,0.3079553473129987,0,0
2023-10-08,2,15,1,0,427,47,0,80.67,5,1,0,95.83,0,1,49,10,3,2023,8,6,40,4,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,35.0,149.0,124.0,138.0,125.0,-114.0,-14.0,97.57142857142857,103.14285714285714,109.66666666666667,46.24520567171324,33.89775023898154,107.28682170542636,-15.159999999999997,76.6365,8.895833333333334,55.80138946662283,56.01091171362469,55.906056318897285,-6.906056318897285,0,0.4619147798921385,0,0
